Время;мс;13045 Неисправность датчика цил. А6;Температура топлива;Температура масла;Температура выпускных газов А1;Температура выпускных газов А2;Температура выпускных газов А3;Температура выпускных газов А4;Температура выпускных газов А5;Температура выпускных газов А6;Температура выпускных газов А7;Температура выпускных газов А8;Температура выпускных газов В1;Температура выпускных газов В2;Температура выпускных газов В3;Температура выпускных газов В4;Температура выпускных газов В5;Температура выпускных газов В6;Температура выпускных газов В7;Температура выпускных газов В8
9:19:39;299;0;16,5712977798123;67,1946288242924;202,111848630503;191,671625848783;180,627145799954;192,343022812238;189,405661097124;190,949874113069;168,055237659266;176,917677576867;120,7385366598;121,863126573587;125,152971694514;122,870222018769;113,990997177081;115,669489585718;115,786984054322;110,751506828412;
9:19:40;301;0;16,604867627985;67,177843900206;201,994354161898;191,570916304265;180,526436255436;192,19195849546;189,304951552605;190,832379644465;168,004882887007;176,867322804608;120,419623102159;121,611352712291;124,867627985046;122,635233081559;113,705653467613;115,400930800336;115,484855420768;110,466163118944;
9:19:41;301;0;16,6216525520714;67,2114137483787;201,860074769207;191,520561532006;180,459296559091;192,074464026856;189,153887235828;190,681315327687;167,971313038834;176,76661326009;120,134279392691;121,359578850996;124,565499351492;122,366674296178;113,403524834058;115,098802166781;115,233081559472;110,197604333562;
9:19:42;301;0;16,5880827038987;67,1946288242924;201,742580300603;191,403067063401;180,375371938659;191,940184634165;189,036392767224;190,614175631342;167,920958266575;176,733043411917;119,848935683223;121,091020065614;124,280155642023;122,131685358968;113,101396200504;114,830243381399;114,947737850004;109,945830472267;
9:19:43;301;0;16,6384374761578;67,1610589761196;201,608300907912;191,335927367056;180,3250171664;191,839475089647;188,902113374533;190,53025101091;167,85381857023;176,649118791485;119,597161821927;120,822461280232;123,978027008469;121,997405966278;112,799267566949;114,612039368276;114,763103685054;109,677271686885;
9:19:44;301;0;16,604867627985;67,177843900206;201,490806439307;191,235217822538;180,241092545968;191,705195696956;188,784618905928;190,379186694133;167,786678873884;176,565194171054;119,311818112459;120,570687418936;123,709468223087;121,745632104982;112,547493705653;114,343480582895;114,477759975586;109,425497825589;
9:19:45;301;0;16,5880827038987;67,177843900206;201,33974212253;191,168078126192;180,14038300145;191,554131380179;188,700694285496;190,295262073701;167,753109025711;176,548409246967;119,009689478904;120,335698481727;123,541618982223;121,510643167773;112,295719844358;114,209201190204;114,209201190204;109,156939040208;
9:19:46;301;0;16,604867627985;67,1946288242924;201,205462729839;191,08415350576;180,056458381018;191,436636911574;188,549629968719;190,177767605097;167,685969329366;176,464484626535;118,70756084535;120,083924620432;123,256275272755;121,258869306477;112,027161058976;113,890287632563;113,923857480735;108,888380254826;
9:19:47;301;0;16,6216525520714;67,177843900206;201,104753185321;190,966659037156;180,006103608759;191,335927367056;188,415350576028;190,093842984665;167,652399481193;176,380560006104;118,439002059968;119,916075379568;122,987716487373;121,023880369268;111,82574196994;113,67208361944;113,688868543526;108,720531013962;
9:19:48;301;0;16,604867627985;67,1946288242924;200,97047379263;190,89951934081;179,9557488365;191,218432898451;188,264286259251;190,009918364233;167,568474860761;176,296635385672;118,136873426413;119,664301518273;122,702372777905;120,772106507973;111,540398260472;113,369954985885;113,403524834058;108,468757152667;
9:19:49;301;0;16,6216525520714;67,2281986724651;200,920119020371;190,849164568551;179,871824216068;191,168078126192;188,213931486992;189,892423895628;167,585259784848;176,263065537499;117,901884489204;119,44609750515;122,500953688869;120,604257267109;111,305409323262;113,202105745022;113,151750972763;108,300907911803;
9:19:50;299;0;16,5880827038987;67,1946288242924;200,769054703593;190,748455024033;179,787899595636;190,983443961242;188,096437018387;189,758144502937;167,534905012589;176,179140917067;117,582970931563;119,211108567941;122,232394903487;120,386053253986;111,053635461967;112,967116807813;112,916762035554;108,032349126421;
9:19:51;301;0;16,5880827038987;67,177843900206;200,567635614557;190,597390707256;179,620050354772;190,798809796292;187,878233005264;189,539940489815;167,400625619898;176,044861524376;117,247272449836;118,925764858473;121,896696421759;120,083924620432;110,734721904326;112,664988174258;112,597848477913;107,71343556878;
9:19:52;301;0;16,5712977798123;67,1946288242924;200,41657129778;190,513466086824;179,519340810254;190,647745479515;187,743953612573;189,42244602121;167,350270847639;175,977721828031;116,945143816281;118,690775921263;121,628137636378;119,848935683223;110,466163118944;112,413214312963;112,37964446479;107,444876783398;
9:19:53;301;0;16,6216525520714;67,2281986724651;200,265506981003;190,395971618219;179,468986037995;190,53025101091;187,592889295796;189,338521400778;167,24956130312;175,893797207599;116,6765850309;118,439002059968;121,359578850996;119,613946746014;110,197604333562;112,161440451667;112,111085679408;107,209887846189;
9:19:54;301;0;16,604867627985;67,1946288242924;200,131227588312;190,278477149615;179,368276493477;190,412756542306;187,458609903105;189,254596780346;167,182421606775;175,826657511254;116,391241321431;118,187228198672;121,124589913787;119,378957808804;109,912260624094;111,926451514458;111,808957045853;106,991683833066;
9:19:55;299;0;16,6384374761578;67,177843900206;199,980163271534;190,177767605097;179,267566948959;190,228122377356;187,290760662242;189,120317387655;167,165636682689;175,725947966735;116,189822232395;117,935454337377;120,839246204318;119,244678416114;109,643701838712;111,64110780499;111,64110780499;106,739909971771;
9:19:56;301;0;16,6216525520714;67,177843900206;199,896238651102;190,144197756924;179,16685740444;190,144197756924;187,20683604181;188,969253070878;167,06492713817;175,608453498131;115,837338826581;117,650110627909;120,486762798505;119,026474402991;109,308003356985;111,255054551003;111,355764095521;106,538490882734;
9:19:57;299;0;16,6384374761578;67,177843900206;199,694819562066;189,993133440146;179,049362935836;189,97634851606;187,089341573205;188,86854352636;166,947432669566;175,591668574044;115,602349889372;117,448691538872;120,469977874418;118,757915617609;109,106584267948;111,255054551003;111,103990234226;106,253147173266;
9:19:58;301;0;16,5712977798123;67,1946288242924;199,49340047303;189,875638971542;178,98222323949;189,79171435111;186,887922484169;188,751049057755;166,913862821393;175,541313801785;115,417715724422;117,280842298009;120,201419089036;118,472571908141;108,938735027085;111,103990234226;110,885786221103;105,934233615625;
9:19:59;301;0;16,604867627985;67,1946288242924;199,476615548943;189,741359578851;178,948653391318;189,724574654765;186,753643091478;188,667124437324;166,93064774548;175,457389181353;115,216296635386;117,0458533608;119,932860303655;118,254367895018;108,686961165789;110,785076676585;110,684367132067;105,86709391928;
9:20:0;310;0;16,604867627985;67,177843900206;199,359121080339;189,691004806592;178,915083543145;189,640650034333;186,636148622873;188,549629968719;166,863508049134;175,339894712749;114,930952925917;116,760509651331;119,613946746014;118,052948805982;108,368047608148;110,449378194858;110,415808346685;105,68245975433;
9:20:1;299;0;16,5880827038987;67,1946288242924;199,258411535821;189,657434958419;178,764019226368;189,489585717556;186,552224002441;188,381780727855;166,762798504616;175,222400244144;114,628824292363;116,525520714122;119,311818112459;117,885099565118;108,116273746853;110,264744029908;110,147249561303;105,49782558938;
9:20:2;301;0;16,6216525520714;67,1442740520333;199,090562294957;189,60708018616;178,629739833677;189,321736476692;186,46829938201;188,281071183337;166,678873884184;175,088120851453;114,293125810636;116,340886549172;119,060044251164;117,734035248341;107,948424505989;109,996185244526;109,945830472267;105,246051728084;
9:20:3;302;0;16,5545128557259;67,1946288242924;198,922713054093;189,506370641642;178,495460440986;189,204242008087;186,350804913405;188,180361638819;166,611734187839;175,020981155108;114,058136873426;116,206607156481;118,858625162127;117,532616159304;107,830930037385;109,811551079576;109,710841535058;104,960708018616;
9:20:4;301;0;16,5880827038987;67,1946288242924;198,75486381323;189,372091248951;178,394750896468;189,103532463569;186,2333104448;188,146791790646;166,561379415579;175,004196231022;113,873502708476;116,07232776379;118,741130693523;117,331197070268;107,696650644694;109,74441138323;109,509422446021;104,692149233234;
9:20:5;301;0;16,5545128557259;67,177843900206;198,654154268711;189,271381704433;178,377965972381;189,036392767224;186,065461203937;188,13000686656;166,544594491493;174,970626382849;113,772793163958;115,904478522927;118,573281452659;117,112993057145;107,595941100175;109,492637521935;109,324788281071;104,490730144198;
9:20:6;301;0;16,6216525520714;67,1610589761196;198,620584420539;189,153887235828;178,327611200122;188,935683222705;185,964751659419;188,062867170214;166,527809567407;174,937056534676;113,739223315785;115,669489585718;118,405432211795;116,86121919585;107,444876783398;109,358358129244;109,173723964294;104,39002059968;
9:20:7;302;0;16,5545128557259;67,1946288242924;198,587014572366;189,120317387655;178,260471503777;188,834973678187;185,8640421149;187,928587777523;166,460669871061;174,853131914244;113,571374074922;115,434500648508;118,204013122759;116,844434271763;107,260242618448;109,291218432898;109,123369192035;104,306095979248;
9:20:8;300;0;16,5712977798123;67,177843900206;198,603799496452;189,086747539483;178,159761959258;188,767833981842;185,830472266728;187,94537270161;166,427100022889;174,769207293812;113,437094682231;115,216296635386;117,985809109636;116,710154879072;107,109178301671;109,056229495689;109,00587472343;104,255741206989;
9:20:9;301;0;16,5545128557259;67,177843900206;198,553444724193;189,137102311742;178,075837338827;188,667124437324;185,847257190814;187,94537270161;166,376745250629;174,702067597467;113,286030365454;115,048447394522;117,851529716945;116,575875486381;107,025253681239;108,888380254826;108,838025482567;104,138246738384;
9:20:10;300;0;16,5545128557259;67,1442740520333;198,419165331502;188,986037994965;178,042267490654;188,616769665064;185,67940794995;187,895017929351;166,259250782025;174,618142977035;113,185320820935;114,914168001831;117,700465400168;116,357671473259;106,97489890898;108,737315938048;108,653391317617;103,936827649348;
9:20:11;302;0;16,5712977798123;67,177843900206;198,352025635157;188,952468146792;178,025482566567;188,616769665064;185,67940794995;187,911802853437;166,32639047837;174,668497749294;113,286030365454;115,014877546349;117,700465400168;116,223392080568;107,209887846189;108,804455634394;108,63660639353;103,852903028916;
9:20:12;300;0;16,5712977798123;67,1442740520333;198,352025635157;188,918898298619;177,991912718395;188,532845044633;185,595483329519;187,844663157092;166,309605554284;174,634927901122;113,336385137713;114,847028305486;117,582970931563;116,055542839704;107,176317998016;108,754100862135;108,603036545357;103,819333180743;
9:20:13;302;0;16,5545128557259;67,1442740520333;198,419165331502;188,902113374533;177,958342870222;188,516060120546;185,578698405432;187,878233005264;166,309605554284;174,634927901122;113,403524834058;114,695963988708;117,465476462959;115,971618219272;107,142748149844;108,653391317617;108,653391317617;103,836118104829;
9:20:14;302;0;16,5545128557259;67,1946288242924;198,452735179675;188,918898298619;177,941557946136;188,516060120546;185,578698405432;187,878233005264;166,292820630198;174,567788204776;113,369954985885;114,544899671931;117,297627222095;115,921263447013;107,125963225757;108,63660639353;108,619821469444;103,852903028916;
9:20:15;300;0;16,5712977798123;67,1610589761196;198,469520103761;188,969253070878;177,958342870222;188,549629968719;185,578698405432;187,962157625696;166,225680933852;174,534218356603;113,386739909972;114,460975051499;117,163347829404;115,904478522927;107,193102922103;108,401617456321;108,653391317617;103,852903028916;
9:20:16;301;0;16,5377279316396;67,1442740520333;198,368810559243;188,918898298619;177,840848401617;188,482490272374;185,528343633173;187,94537270161;166,124971389334;174,416723887999;113,30281528954;114,377050431067;117,0458533608;115,803768978408;107,277027542535;108,334477759976;108,535896849012;103,768978408484;
9:20:17;301;0;16,5880827038987;67,1442740520333;198,469520103761;189,05317769131;177,958342870222;188,566414892805;185,645838101778;188,096437018387;166,208896009766;174,517433432517;113,437094682231;114,494544899672;117,146562905318;115,870908674754;107,612726024262;108,502327000839;108,63660639353;103,852903028916;
9:20:18;301;0;16,5880827038987;67,1610589761196;198,33524071107;188,885328450446;177,756923781186;188,432135500114;185,528343633173;187,978942549783;166,074616617075;174,416723887999;113,437094682231;114,377050431067;117,062638284886;115,652704661631;107,679865720607;108,418402380407;108,569466697185;103,735408560311;
9:20:19;302;0;16,604867627985;67,1442740520333;198,419165331502;188,918898298619;177,87441824979;188,448920424201;185,595483329519;188,079652094301;166,192111085679;174,534218356603;113,756008239872;114,427405203326;117,146562905318;115,602349889372;107,948424505989;108,552681773098;108,754100862135;103,836118104829;
9:20:20;301;0;16,6216525520714;67,1610589761196;198,452735179675;188,834973678187;177,891203173877;188,448920424201;185,494773785;188,13000686656;166,14175631342;174,500648508431;113,823147936217;114,309910734722;117,096208133059;115,551995117113;108,015564202335;108,569466697185;108,787670710307;103,886472877089;
9:20:21;301;0;16,6384374761578;67,177843900206;198,603799496452;189,019607843137;177,891203173877;188,583199816892;185,629053177691;188,230716411078;166,242465857938;174,500648508431;113,907072556649;114,293125810636;116,978713664454;115,652704661631;108,200198367285;108,485542076753;108,888380254826;104,071107042039;
